"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",39444,"S22",300.3804,"ETCO",0,0
2022,"BFISH_2022_F",14174,"S20",300.8376,"ETCO",0,0
2020,"BFISH_2020_F",9678,"S22",245.6688,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",3027,"S22",304.4952,"ETCO",0,0
2021,"BFISH_2021_F",41449,"S14",183.3372,"ETCO",0,0
2020,"BFISH_2020_F",9737,"S22",264.2616,"ETCO",0,0
2022,"BFISH_2022_F",11374,"S21",262.4328,"ETCO",7.60070939954397,0
2022,"BFISH_2022_F",32272,"S13",188.55,"ETCO",0,0
2021,"BFISH_2021_F",14292,"S19",228.6,"ETCO",0,0
2021,"BFISH_2021_F",41779,"S14",217.0176,"ETCO",0,0
2021,"BFISH_2021_F",13054,"S22",305.8668,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",39738,"S22",302.2092,"ETCO",0,0
2020,"BFISH_2020_F",35444,"S20",308.1528,"ETCO",0,0
2021,"BFISH_2021_F",37573,"S20",308.1528,"ETCO",0,0
2021,"BFISH_2021_F",39740,"S22",268.8336,"ETCO",0,0
2022,"BFISH_2022_F",38250,"S13",182.7,"ETCO",0,0
2020,"BFISH_2020_F",9741,"S22",299.6184,"ETCO",5.06713959969598,0
2021,"BFISH_2021_F",36039,"S22",270.6624,"ETCO",0,0
2020,"BFISH_2020_F",24909,"S17",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",11872,"S21",252.3744,"ETCO",0,0
2021,"BFISH_2021_F",39878,"S22",262.4328,"ETCO",0,0
2020,"BFISH_2020_F",3580,"S20",299.3136,"ETCO",0,0
2021,"BFISH_2021_F",43543,"S14",188.0616,"ETCO",0,0
2022,"BFISH_2022_F",1387,"S16",217.5,"ETCO",0,0
2020,"BFISH_2020_F",9949,"S22",220.3704,"ETCO",0,0
2022,"BFISH_2022_F",13703,"S21",282.5496,"ETCO",0,0
2021,"BFISH_2021_F",43629,"S14",209.3976,"ETCO",0,0
2021,"BFISH_2021_F",20652,"S24",335.5848,"ETCO",0,0
2022,"BFISH_2022_F",14891,"S16",210.7,"ETCO",0,0
2021,"BFISH_2021_F",40076,"S22",259.6896,"ETCO",0,0
2021,"BFISH_2021_F",43795,"S14",184.2516,"ETCO",0,0
2022,"BFISH_2022_F",14753,"S21",287.1216,"ETCO",0,0
2020,"BFISH_2020_F",38614,"S20",244.4496,"ETCO",0,0
2021,"BFISH_2021_F",40077,"S22",242.7732,"ETCO",0,0
2021,"BFISH_2021_F",44510,"S14",215.1888,"ETCO",0,0
2021,"BFISH_2021_F",8192,"S21",280.7208,"ETCO",0,0
2022,"BFISH_2022_F",14764,"S21",245.0592,"ETCO",0,0
2020,"BFISH_2020_F",44582,"S23",339.6996,"ETCO",0,0
2021,"BFISH_2021_F",40267,"S22",261.2898,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",44495,"S17",226.7712,"ETCO",0,0
2021,"BFISH_2021_F",40317,"S22",308.1528,"ETCO",0,0
2022,"BFISH_2022_F",1547,"S21",278.4348,"ETCO",0,0
2021,"BFISH_2021_F",6084,"S14",215.7984,"ETCO",0,0
2020,"BFISH_2020_F",40099,"S20",301.752,"ETCO",0,0
2020,"BFISH_2020_F",11837,"S22",284.0736,"ETCO",0,0
2020,"BFISH_2020_F",4047,"S20",276.1488,"ETCO",0,0
2022,"BFISH_2022_F",19471,"S21",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",35525,"S15",210.9216,"ETCO",0,0
2021,"BFISH_2021_F",31144,"S14",219.9132,"ETCO",0,0
2021,"BFISH_2021_F",42973,"S20",237.4392,"ETCO",0,0
2020,"BFISH_2020_F",24820,"S20",233.6292,"ETCO",0,0
2021,"BFISH_2021_F",40328,"S22",297.18,"ETCO",0,0
2022,"BFISH_2022_F",31215,"S21",240.03,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",8890,"S14",194.1576,"ETCO",0,0
2022,"BFISH_2022_F",3579,"S21",288.036,"ETCO",0,0
2021,"BFISH_2021_F",8978,"S14",182.88,"ETCO",0,0
2020,"BFISH_2020_F",4604,"S20",224.9424,"ETCO",0,0
2021,"BFISH_2021_F",40529,"S22",220.0656,"ETCO",0,0
2021,"BFISH_2021_F",38506,"S22",309.5244,"ETCO",0,0
2022,"BFISH_2022_F",37014,"S21",233.172,"ETCO",0,0
2021,"BFISH_2021_F",44323,"S20",308.61,"ETCO",0,0
2021,"BFISH_2021_F",35709,"S24",332.8416,"ETCO",0,0
2021,"BFISH_2021_F",9090,"S14",183.7944,"ETCO",0,0
2021,"BFISH_2021_F",40628,"S22",274.5486,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",37121,"S21",265.176,"ETCO",0,0
2021,"BFISH_2021_F",27080,"S13",201.168,"ETCO",0,0
2021,"BFISH_2021_F",4645,"S20",220.98,"ETCO",0,0
2022,"BFISH_2022_F",37625,"S21",228.55,"ETCO",0,0
2021,"BFISH_2021_F",5172,"S20",272.4912,"ETCO",0,0
2021,"BFISH_2021_F",11771,"S15",196.596,"ETCO",0,0
2022,"BFISH_2022_F",37836,"S21",275.5392,"ETCO",0,0
2021,"BFISH_2021_F",13234,"S15",185.6232,"ETCO",0,0
2022,"BFISH_2022_F",22281,"S16",203.3016,"ETCO",0,0
2020,"BFISH_2020_F",10008,"S19",260.2992,"ETCO",0,0
2021,"BFISH_2021_F",40857,"S13",216.1032,"ETCO",0,0
2022,"BFISH_2022_F",38345,"S21",258.318,"ETCO",0,0
2022,"BFISH_2022_F",20876,"S14",214.4,"ETCO",0,0
2021,"BFISH_2021_F",6362,"S20",299.466,"ETCO",0,0
2022,"BFISH_2022_F",38360,"S21",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",34185,"S20",304.4952,"ETCO",0,0
2022,"BFISH_2022_F",39623,"S21",264.2616,"ETCO",0,0
2020,"BFISH_2020_F",7680,"S20",320.9544,"ETCO",0,0
2021,"BFISH_2021_F",42036,"S13",213.36,"ETCO",0,0
2022,"BFISH_2022_F",40823,"S21",308.1528,"ETCO",5.06713959969598,0
2022,"BFISH_2022_F",34955,"S20",274.32,"ETCO",0,0
2021,"BFISH_2021_F",6478,"S20",272.7198,"ETCO",0,0
2021,"BFISH_2021_F",44014,"S22",226.4664,"ETCO",0,0
2021,"BFISH_2021_F",14678,"S20",279.8064,"ETCO",0,0
2020,"BFISH_2020_F",23460,"S24",337.8708,"ETCO",0,0
2022,"BFISH_2022_F",39216,"S14",191.1,"ETCO",0,0
2022,"BFISH_2022_F",36846,"S20",317.754,"ETCO",0,0
2020,"BFISH_2020_F",7812,"S20",243.6876,"ETCO",0,0
2021,"BFISH_2021_F",6902,"S20",254.2032,"ETCO",0,0
2022,"BFISH_2022_F",43880,"S21",235.9152,"ETCO",0,0
2021,"BFISH_2021_F",32753,"S15",207.1116,"ETCO",0,0
2021,"BFISH_2021_F",445,"S22",270.6624,"ETCO",0,0
2021,"BFISH_2021_F",33100,"S15",198.882,"ETCO",0,0
2021,"BFISH_2021_F",7099,"S20",226.7712,"ETCO",0,0
2022,"BFISH_2022_F",44241,"S21",242.9256,"ETCO",0,0
2020,"BFISH_2020_F",2559,"S24",336.042,"ETCO",0,0
2021,"BFISH_2021_F",37352,"S15",180.57114,"ETCO",0,0
2022,"BFISH_2022_F",8387,"S21",315.468,"ETCO",0,0
2022,"BFISH_2022_F",14782,"S21",258.7752,"ETCO",0,0
2022,"BFISH_2022_F",28259,"S16",204.8256,"ETCO",0,0
2020,"BFISH_2020_F",8444,"S20",234.0864,"ETCO",0,0
2022,"BFISH_2022_F",2978,"S16",204.8256,"ETCO",5.06713959969598,0
2022,"BFISH_2022_F",9743,"S21",321.8688,"ETCO",0,0
2020,"BFISH_2020_F",40201,"S22",266.3952,"ETCO",0,0
2020,"BFISH_2020_F",8768,"S20",316.3824,"ETCO",0,0
2020,"BFISH_2020_F",3656,"S24",342.9,"ETCO",0,0
2021,"BFISH_2021_F",7364,"S20",233.172,"ETCO",0,0
2021,"BFISH_2021_F",40661,"S15",182.5752,"ETCO",0,0
2022,"BFISH_2022_F",8029,"S14",212.6,"ETCO",0,0
2022,"BFISH_2022_F",10017,"S22",298.0944,"ETCO",0,0
2020,"BFISH_2020_F",8532,"S23",349.3008,"ETCO",0,0
2021,"BFISH_2021_F",5866,"S22",270.0528,"ETCO",0,0
2022,"BFISH_2022_F",10070,"S22",291.6936,"ETCO",0,0
2021,"BFISH_2021_F",9885,"S16",219.456,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",7678,"S20",318.2112,"ETCO",0,0
2021,"BFISH_2021_F",41144,"S15",190.5,"ETCO",0,0
2021,"BFISH_2021_F",6056,"S22",296.8752,"ETCO",0,0
2020,"BFISH_2020_F",38603,"S24",350.2152,"ETCO",0,0
2021,"BFISH_2021_F",41617,"S15",199.9488,"ETCO",0,0
2022,"BFISH_2022_F",1014,"S22",237.9,"ETCO",0,0
2021,"BFISH_2021_F",44591,"S15",216.7128,"ETCO",0,0
2022,"BFISH_2022_F",1031,"S22",256.9464,"ETCO",0,0
2022,"BFISH_2022_F",306,"S16",199.6,"ETCO",0,0
2021,"BFISH_2021_F",4793,"S15",205.4,"ETCO",0,0
2020,"BFISH_2020_F",23825,"S22",325.5264,"ETCO",0,0
2020,"BFISH_2020_F",12101,"S21",240.1824,"ETCO",0,0
2022,"BFISH_2022_F",316,"S16",180.1368,"ETCO",0,0
2021,"BFISH_2021_F",8494,"S15",219.1512,"ETCO",0,0
2022,"BFISH_2022_F",10561,"S22",246.4308,"ETCO",0,0
2020,"BFISH_2020_F",4062,"S24",342.9,"ETCO",0,0
2020,"BFISH_2020_F",12135,"S21",282.0924,"ETCO",0,0
2022,"BFISH_2022_F",10622,"S22",238.6584,"ETCO",0,0
2021,"BFISH_2021_F",35428,"S22",277.9776,"ETCO",0,0
2021,"BFISH_2021_F",9107,"S15",194.7672,"ETCO",0,0
2022,"BFISH_2022_F",323,"S16",181.85,"ETCO",0,0
2021,"BFISH_2021_F",9861,"S22",326.898,"ETCO",0,0
2021,"BFISH_2021_F",10832,"S16",208.4832,"ETCO",0,0
2022,"BFISH_2022_F",11196,"S22",313.6392,"ETCO",0,0
2021,"BFISH_2021_F",10022,"S21",312.7248,"ETCO",0,0
2021,"BFISH_2021_F",23283,"S20",273.4056,"ETCO",0,0
2020,"BFISH_2020_F",14403,"S21",275.2344,"ETCO",0,0
2022,"BFISH_2022_F",39778,"S16",218.65,"ETCO",0,0
2021,"BFISH_2021_F",22703,"S23",333.2988,"ETCO",0,0
2020,"BFISH_2020_F",14516,"S21",265.176,"ETCO",0,0
2022,"BFISH_2022_F",11379,"S22",272.4912,"ETCO",0,0
2021,"BFISH_2021_F",6284,"S24",341.9856,"ETCO",0,0
2022,"BFISH_2022_F",11665,"S22",259.6896,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",30367,"S23",334.6704,"ETCO",0,0
2022,"BFISH_2022_F",11666,"S22",297.18,"ETCO",0,0
2021,"BFISH_2021_F",13727,"S16",219.456,"ETCO",0,0
2022,"BFISH_2022_F",11727,"S22",270.2052,"ETCO",22.8021281986319,0
2021,"BFISH_2021_F",7225,"S24",344.7288,"ETCO",0,0
2022,"BFISH_2022_F",41025,"S16",182.88,"ETCO",0,0
2020,"BFISH_2020_F",24932,"S21",305.8668,"ETCO",0,0
2020,"BFISH_2020_F",4845,"S24",340.1568,"ETCO",0,0
2022,"BFISH_2022_F",15557,"S13",212.4,"ETCO",0,0
2022,"BFISH_2022_F",11830,"S22",303.5808,"ETCO",0,0
2020,"BFISH_2020_F",5703,"S24",347.472,"ETCO",0,0
2020,"BFISH_2020_F",33671,"S21",271.5768,"ETCO",0,0
2022,"BFISH_2022_F",11945,"S22",310.896,"ETCO",0,0
2020,"BFISH_2020_F",44621,"S22",252.6792,"ETCO",0,0
2022,"BFISH_2022_F",12054,"S22",285.2928,"ETCO",0,0
2020,"BFISH_2020_F",33672,"S21",259.9944,"ETCO",0,0
2021,"BFISH_2021_F",22955,"S21",295.8084,"ETCO",0,0
2020,"BFISH_2020_F",24075,"S20",244.1448,"ETCO",0,0
2022,"BFISH_2022_F",33639,"S15",198.5,"ETCO",0,0
2021,"BFISH_2021_F",23038,"S16",196.8246,"ETCO",0,0
2021,"BFISH_2021_F",6769,"S23",349.3008,"ETCO",0,0
2022,"BFISH_2022_F",12911,"S22",324.612,"ETCO",0,0
2020,"BFISH_2020_F",43569,"S16",190.1952,"ETCO",0,0
2020,"BFISH_2020_F",40576,"S21",280.416,"ETCO",0,0
2021,"BFISH_2021_F",24337,"S16",185.2,"ETCO",0,0
2021,"BFISH_2021_F",6816,"S23",342.9,"ETCO",0,0
2021,"BFISH_2021_F",7382,"S20",321.8688,"ETCO",0,0
2022,"BFISH_2022_F",44204,"S16",206.883,"ETCO",0,0
2022,"BFISH_2022_F",12919,"S22",309.0672,"ETCO",0,0
2022,"BFISH_2022_F",13323,"S22",299.9232,"ETCO",0,0
2021,"BFISH_2021_F",247,"S16",214.884,"ETCO",0,0
2020,"BFISH_2020_F",41133,"S21",246.4308,"ETCO",0,0
2022,"BFISH_2022_F",26774,"S13",211.2264,"ETCO",0,0
2020,"BFISH_2020_F",8338,"S24",331.47,"ETCO",0,0
2021,"BFISH_2021_F",25232,"S16",203.9112,"ETCO",0,0
2022,"BFISH_2022_F",1357,"S22",232,"ETCO",0,0
2020,"BFISH_2020_F",20406,"S14",205.5114,"ETCO",0,0
2022,"BFISH_2022_F",29500,"S13",200.45,"ETCO",0,0
2022,"BFISH_2022_F",5996,"S16",206.9592,"ETCO",0,0
2021,"BFISH_2021_F",26697,"S16",214.6554,"ETCO",0,0
2021,"BFISH_2021_F",33864,"S20",326.4408,"ETCO",0,0
2022,"BFISH_2022_F",10881,"S21",272.4912,"ETCO",0,0
2022,"BFISH_2022_F",14050,"S22",231.3432,"ETCO",0,0
2020,"BFISH_2020_F",42447,"S21",262.7376,"ETCO",0,0
2021,"BFISH_2021_F",35784,"S21",298.0944,"ETCO",0,0
2021,"BFISH_2021_F",14634,"S22",292.608,"ETCO",0,0
2022,"BFISH_2022_F",14270,"S22",292.608,"ETCO",0,0
2020,"BFISH_2020_F",8554,"S24",342.9,"ETCO",0,0
2021,"BFISH_2021_F",35902,"S21",275.2344,"ETCO",0,0
2022,"BFISH_2022_F",14293,"S22",233.172,"ETCO",0,0
2021,"BFISH_2021_F",36224,"S21",285.75,"ETCO",0,0
2020,"BFISH_2020_F",8613,"S24",359.3592,"ETCO",0,0
2021,"BFISH_2021_F",28264,"S16",216.7128,"ETCO",0,0
2020,"BFISH_2020_F",9571,"S24",331.47,"ETCO",0,0
2020,"BFISH_2020_F",10845,"S22",326.4408,"ETCO",0,0
2022,"BFISH_2022_F",14518,"S22",273.4056,"ETCO",0,0
2022,"BFISH_2022_F",1185,"S21",310.896,"ETCO",0,0
2020,"BFISH_2020_F",35622,"S20",282.0924,"ETCO",0,0
2020,"BFISH_2020_F",10882,"S22",301.752,"ETCO",0,0
2022,"BFISH_2022_F",9884,"S16",212.1408,"ETCO",0,0
2020,"BFISH_2020_F",9873,"S22",312.2676,"ETCO",0,0
2021,"BFISH_2021_F",33673,"S16",214.4268,"ETCO",0,0
2022,"BFISH_2022_F",1452,"S22",238.2012,"ETCO",0,0
2020,"BFISH_2020_F",10930,"S22",228.6,"ETCO",0,0
2022,"BFISH_2022_F",14878,"S22",287.1216,"ETCO",0,0
2022,"BFISH_2022_F",36072,"S17",247.8024,"ETCO",0,0
2021,"BFISH_2021_F",15046,"S22",240.4872,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",14450,"S21",221.2848,"ETCO",0,0
2022,"BFISH_2022_F",38688,"S17",246.4308,"ETCO",0,0
2021,"BFISH_2021_F",3453,"S16",197.5,"ETCO",0,0
2022,"BFISH_2022_F",21306,"S22",310.896,"ETCO",0,0
2022,"BFISH_2022_F",231,"S22",258.1656,"ETCO",0,0
2021,"BFISH_2021_F",40195,"S22",302.6664,"ETCO",0,0
2021,"BFISH_2021_F",38890,"S20",261.0612,"ETCO",0,0
2021,"BFISH_2021_F",30071,"S24",331.47,"ETCO",0,0
2022,"BFISH_2022_F",23561,"S22",284.8356,"ETCO",0,0
2021,"BFISH_2021_F",40078,"S16",218.5416,"ETCO",0,0
2021,"BFISH_2021_F",39220,"S20",295.3512,"ETCO",0,0
2021,"BFISH_2021_F",31634,"S24",341.6808,"ETCO",0,0
2021,"BFISH_2021_F",9901,"S21",283.464,"ETCO",0,0
2022,"BFISH_2022_F",23571,"S20",286.2072,"ETCO",0,0
2021,"BFISH_2021_F",40145,"S16",210.312,"ETCO",0,0
2022,"BFISH_2022_F",23823,"S22",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",45457,"S17",296.2656,"ETCO",0,0
2021,"BFISH_2021_F",40871,"S16",193.8528,"ETCO",0,0
2021,"BFISH_2021_F",33110,"S24",339.6996,"ETCO",0,0
2022,"BFISH_2022_F",7380,"S17",309.5244,"ETCO",0,0
2022,"BFISH_2022_F",24929,"S22",245.5164,"ETCO",0,0
2020,"BFISH_2020_F",42031,"S20",260.9088,"ETCO",0,0
2020,"BFISH_2020_F",12058,"S22",267.0048,"ETCO",0,0
2021,"BFISH_2021_F",42551,"S16",182.4228,"ETCO",0,0
2022,"BFISH_2022_F",25213,"S22",238.6584,"ETCO",0,0
2022,"BFISH_2022_F",25214,"S22",239.5728,"ETCO",0,0
2022,"BFISH_2022_F",10009,"S18",254.8128,"ETCO",0,0
2020,"BFISH_2020_F",12170,"S22",277.5204,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",26092,"S22",244.8306,"ETCO",5.06713959969598,0
2022,"BFISH_2022_F",23815,"S18",294.4368,"ETCO",0,0
2021,"BFISH_2021_F",44587,"S16",212.3694,"ETCO",0,0
2022,"BFISH_2022_F",2703,"S22",256.032,"ETCO",0,0
2021,"BFISH_2021_F",36844,"S24",338.328,"ETCO",0,0
2021,"BFISH_2021_F",11046,"S22",260.1468,"ETCO",0,0
2022,"BFISH_2022_F",30041,"S22",230.4288,"ETCO",5.06713959969598,0
2020,"BFISH_2020_F",14293,"S22",236.3724,"ETCO",0,0
2021,"BFISH_2021_F",44622,"S16",218.8464,"ETCO",0,0
2021,"BFISH_2021_F",38519,"S24",357.5304,"ETCO",0,0
2021,"BFISH_2021_F",41776,"S22",273.8628,"ETCO",0,0
2022,"BFISH_2022_F",33679,"S22",253.8984,"ETCO",0,0
2020,"BFISH_2020_F",14506,"S22",320.4972,"ETCO",0,0
2021,"BFISH_2021_F",44705,"S16",200.9394,"ETCO",0,0
2022,"BFISH_2022_F",35357,"S22",309.0672,"ETCO",0,0
2021,"BFISH_2021_F",45207,"S16",186.5376,"ETCO",0,0
2020,"BFISH_2020_F",14636,"S22",298.704,"ETCO",0,0
2022,"BFISH_2022_F",36079,"S22",243.2304,"ETCO",0,0
2020,"BFISH_2020_F",37498,"S15",203.9112,"ETCO",0,0
2022,"BFISH_2022_F",30357,"S18",253.2888,"ETCO",0,0
2021,"BFISH_2021_F",45407,"S16",215.7984,"ETCO",0,0
2022,"BFISH_2022_F",36968,"S22",272.9484,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",42181,"S21",300.228,"ETCO",0,0
2021,"BFISH_2021_F",589,"S16",204.8256,"ETCO",0,0
2020,"BFISH_2020_F",24918,"S24",359.3592,"ETCO",0,0
2022,"BFISH_2022_F",37496,"S22",295.656,"ETCO",0,0
2022,"BFISH_2022_F",9945,"S18",224.4852,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",10686,"S19",265.176,"ETCO",0,0
2021,"BFISH_2021_F",9555,"S16",207.264,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",40690,"S24",344.7288,"ETCO",0,0
2022,"BFISH_2022_F",37624,"S22",253.2888,"ETCO",0,0
2020,"BFISH_2020_F",15032,"S22",232.2576,"ETCO",0,0
2021,"BFISH_2021_F",11766,"S22",253.2888,"ETCO",0,0
2022,"BFISH_2022_F",38328,"S22",314.5536,"ETCO",0,0
2021,"BFISH_2021_F",9614,"S16",213.9696,"ETCO",0,0
2020,"BFISH_2020_F",1510,"S22",278.5872,"ETCO",0,0
2021,"BFISH_2021_F",45271,"S22",293.0652,"ETCO",0,0
2022,"BFISH_2022_F",38329,"S22",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",9898,"S21",263.3472,"ETCO",0,0
2022,"BFISH_2022_F",38425,"S22",293.751,"ETCO",0,0
2021,"BFISH_2021_F",9824,"S16",195.9864,"ETCO",0,0
2022,"BFISH_2022_F",14292,"S19",226.7712,"ETCO",0,0
2021,"BFISH_2021_F",11938,"S22",287.5788,"ETCO",0,0
2022,"BFISH_2022_F",38428,"S22",289.4076,"ETCO",0,0
2021,"BFISH_2021_F",14791,"S17",267.9192,"ETCO",0,0
2022,"BFISH_2022_F",38506,"S22",311.8104,"ETCO",0,0
2021,"BFISH_2021_F",14909,"S17",249.6312,"ETCO",0,0
2022,"BFISH_2022_F",29032,"S19",237.2868,"ETCO",2.53356979984799,0
2021,"BFISH_2021_F",26542,"S17",247.8024,"ETCO",0,0
2020,"BFISH_2020_F",23816,"S16",212.1408,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",38608,"S22",324.612,"ETCO",0,0
2022,"BFISH_2022_F",29717,"S19",279.8064,"ETCO",0,0
2021,"BFISH_2021_F",27458,"S17",295.3512,"ETCO",0,0
2022,"BFISH_2022_F",38682,"S22",325.9836,"ETCO",0,0
2022,"BFISH_2022_F",39562,"S22",294.894,"ETCO",0,0
2021,"BFISH_2021_F",27737,"S17",295.3512,"ETCO",0,0
2022,"BFISH_2022_F",30043,"S19",274.32,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",39874,"S22",308.1528,"ETCO",0,0
2021,"BFISH_2021_F",30363,"S17",303.5808,"ETCO",0,0
2020,"BFISH_2020_F",15198,"S20",227.076,"ETCO",0,0
2022,"BFISH_2022_F",40075,"S22",260.2992,"ETCO",0,0
2022,"BFISH_2022_F",40136,"S22",271.272,"ETCO",0,0
2021,"BFISH_2021_F",5990,"S24",357.2256,"ETCO",0,0
2021,"BFISH_2021_F",13148,"S16",210.6168,"ETCO",0,0
2021,"BFISH_2021_F",43988,"S17",312.7248,"ETCO",0,0
2020,"BFISH_2020_F",34282,"S16",184.595,"ETCO",0,0
2022,"BFISH_2022_F",40196,"S22",294.4368,"ETCO",0,0
2022,"BFISH_2022_F",32457,"S19",294.4368,"ETCO",0,0
2021,"BFISH_2021_F",7021,"S24",352.044,"ETCO",0,0
2021,"BFISH_2021_F",44582,"S17",296.2656,"ETCO",0,0
2021,"BFISH_2021_F",45480,"S17",283.9212,"ETCO",0,0
2022,"BFISH_2022_F",34348,"S19",246.888,"ETCO",0,0
2022,"BFISH_2022_F",40266,"S22",260.604,"ETCO",0,0
2021,"BFISH_2021_F",7110,"S17",288.036,"ETCO",0,0
2022,"BFISH_2022_F",34496,"S19",252.8316,"ETCO",0,0
2021,"BFISH_2021_F",13801,"S22",314.0964,"ETCO",0,0
2022,"BFISH_2022_F",40655,"S22",293.5224,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",41026,"S22",312.42,"ETCO",0,0
2022,"BFISH_2022_F",35277,"S19",290.7792,"ETCO",0,0
2021,"BFISH_2021_F",8920,"S24",357.0732,"ETCO",0,0
2022,"BFISH_2022_F",41158,"S22",275.6916,"ETCO",0,0
2022,"BFISH_2022_F",41356,"S22",225.8568,"ETCO",0,0
2020,"BFISH_2020_F",39808,"S21",279.3492,"ETCO",0,0
2020,"BFISH_2020_F",26697,"S22",222.8088,"ETCO",0,0
2022,"BFISH_2022_F",9879,"S19",256.9464,"ETCO",0,0
2022,"BFISH_2022_F",42348,"S22",306.324,"ETCO",0,0
2022,"BFISH_2022_F",26396,"S13",219.9132,"ETCO",0,0
2021,"BFISH_2021_F",30808,"S18",325.5264,"ETCO",0,0
2020,"BFISH_2020_F",27401,"S22",221.2848,"ETCO",0,0
2022,"BFISH_2022_F",45208,"S22",263.3472,"ETCO",0,0
2021,"BFISH_2021_F",14053,"S22",309.0672,"ETCO",0,0
2021,"BFISH_2021_F",9700,"S18",235.0008,"ETCO",0,0
2022,"BFISH_2022_F",5931,"S22",270.6624,"ETCO",0,0
2021,"BFISH_2021_F",31878,"S21",242.316,"ETCO",0,0
2021,"BFISH_2021_F",9819,"S18",261.0612,"ETCO",0,0
2022,"BFISH_2022_F",6421,"S22",280.416,"ETCO",0,0
2021,"BFISH_2021_F",1439,"S22",244.4496,"ETCO",0,0
2022,"BFISH_2022_F",28258,"S13",218.5416,"ETCO",0,0
2021,"BFISH_2021_F",10000,"S19",299.0088,"ETCO",0,0
2022,"BFISH_2022_F",12537,"S20",317.2968,"ETCO",0,0
2022,"BFISH_2022_F",13812,"S22",278.892,"ETCO",2.53356979984799,0
2020,"BFISH_2020_F",3025,"S22",256.9464,"ETCO",0,0
2021,"BFISH_2021_F",10008,"S19",256.032,"ETCO",0,0
2021,"BFISH_2021_F",27401,"S16",212.1408,"ETCO",0,0
2021,"BFISH_2021_F",10444,"S19",268.8336,"ETCO",0,0
2022,"BFISH_2022_F",739,"S22",229.0572,"ETCO",0,0
2022,"BFISH_2022_F",31142,"S13",209.55,"ETCO",0,0
2020,"BFISH_2020_F",30261,"S22",292.1508,"ETCO",0,0
2021,"BFISH_2021_F",13803,"S19",293.0652,"ETCO",0,0
2021,"BFISH_2021_F",2742,"S16",202.311,"ETCO",0,0
2022,"BFISH_2022_F",958,"S22",249.174,"ETCO",0,0
2022,"BFISH_2022_F",14412,"S20",275.2344,"ETCO",0,0
2022,"BFISH_2022_F",14396,"S22",281.6352,"ETCO",0,0
2020,"BFISH_2020_F",9827,"S16",184.7088,"ETCO",0,0
2021,"BFISH_2021_F",14746,"S24",331.0128,"ETCO",0,0
2022,"BFISH_2022_F",9616,"S22",220.6752,"ETCO",0,0
2021,"BFISH_2021_F",14543,"S19",277.9776,"ETCO",0,0
2022,"BFISH_2022_F",15192,"S20",246.888,"ETCO",0,0
2021,"BFISH_2021_F",14898,"S22",272.4912,"ETCO",0,0
2022,"BFISH_2022_F",9678,"S22",249.6312,"ETCO",0,0
2021,"BFISH_2021_F",14897,"S19",230.886,"ETCO",0,0
2021,"BFISH_2021_F",23542,"S19",280.7208,"ETCO",0,0
2022,"BFISH_2022_F",15396,"S20",259.6896,"ETCO",0,0
2022,"BFISH_2022_F",9697,"S22",293.9796,"ETCO",0,0
2021,"BFISH_2021_F",26091,"S19",230.2002,"ETCO",2.53356979984799,0
2022,"BFISH_2022_F",16680,"S20",284.3784,"ETCO",0,0
2021,"BFISH_2021_F",38687,"S20",270.2052,"ETCO",0,0
2022,"BFISH_2022_F",1509,"S22",247.95,"ETCO",0,0
2022,"BFISH_2022_F",9816,"S22",299.0088,"ETCO",0,0
2021,"BFISH_2021_F",28256,"S19",239.5728,"ETCO",0,0
2020,"BFISH_2020_F",33693,"S17",284.0736,"ETCO",0,0
2021,"BFISH_2021_F",15256,"S22",303.5808,"ETCO",0,0
2022,"BFISH_2022_F",17703,"S20",273.4056,"ETCO",0,0
2022,"BFISH_2022_F",28848,"S23",358.4448,"ETCO",0,0
2021,"BFISH_2021_F",29273,"S19",225.8568,"ETCO",0,0
2021,"BFISH_2021_F",201,"S22",269.4432,"ETCO",0,0
2020,"BFISH_2020_F",35428,"S22",286.2072,"ETCO",0,0
2020,"BFISH_2020_F",40786,"S17",282.5496,"ETCO",0,0
2022,"BFISH_2022_F",22695,"S20",291.6936,"ETCO",0,0
2020,"BFISH_2020_F",35907,"S22",306.324,"ETCO",0,0
